Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"MK","Macro Indicators","185","Russian Federation","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","11567.996132","X","International reliable sources",""
"MK","Macro Indicators","185","Russian Federation","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","1.817486","Fc","Calculated data",""
"MK","Macro Indicators","185","Russian Federation","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","1.721011","Fc","Calculated data",""
"MK","Macro Indicators","185","Russian Federation","6110","Value US$","22011","Gross National Income","2019","2019","millions","1633929.106073","X","International reliable sources",""
"MK","Macro Indicators","185","Russian Federation","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","11201.095746","X","International reliable sources",""
"MK","Macro Indicators","185","Russian Federation","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","1.050937","Fc","Calculated data",""
"MK","Macro Indicators","185","Russian Federation","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","0.955189","Fc","Calculated data",""
"MK","Macro Indicators","184","Rwanda","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","10357.474541","X","International reliable sources",""
"MK","Macro Indicators","184","Rwanda","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","820.267328","X","International reliable sources",""
"MK","Macro Indicators","184","Rwanda","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","7.42897","Fc","Calculated data",""
"MK","Macro Indicators","184","Rwanda","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","4.664069","Fc","Calculated data",""
"MK","Macro Indicators","184","Rwanda","6110","Value US$","22011","Gross National Income","2019","2019","millions","10009.445605","X","International reliable sources",""
"MK","Macro Indicators","184","Rwanda","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","792.704937","X","International reliable sources",""
"MK","Macro Indicators","184","Rwanda","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","7.697959","Fc","Calculated data",""
"MK","Macro Indicators","184","Rwanda","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","4.926135","Fc","Calculated data",""
"MK","Macro Indicators","188","Saint Kitts and Nevis","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","1044.711111","X","International reliable sources",""
"MK","Macro Indicators","188","Saint Kitts and Nevis","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","19777.580052","X","International reliable sources",""
"MK","Macro Indicators","188","Saint Kitts and Nevis","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","3.352606","Fc","Calculated data",""
"MK","Macro Indicators","188","Saint Kitts and Nevis","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","2.605191","Fc","Calculated data",""
"MK","Macro Indicators","188","Saint Kitts and Nevis","6110","Value US$","22011","Gross National Income","2019","2019","millions","996.819219","X","International reliable sources",""
"MK","Macro Indicators","188","Saint Kitts and Nevis","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","18870.931588","X","International reliable sources",""
"MK","Macro Indicators","188","Saint Kitts and Nevis","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","3.386059","Fc","Calculated data",""
"MK","Macro Indicators","188","Saint Kitts and Nevis","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","2.638402","Fc","Calculated data",""
"MK","Macro Indicators","189","Saint Lucia","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","2118.792593","X","International reliable sources",""
"MK","Macro Indicators","189","Saint Lucia","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","11591.403209","X","International reliable sources",""
"MK","Macro Indicators","189","Saint Lucia","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","2.598712","Fc","Calculated data",""
"MK","Macro Indicators","189","Saint Lucia","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","2.092987","Fc","Calculated data",""
"MK","Macro Indicators","189","Saint Lucia","6110","Value US$","22011","Gross National Income","2019","2019","millions","2004.54056","X","International reliable sources",""
"MK","Macro Indicators","189","Saint Lucia","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","10966.357897","X","International reliable sources",""
"MK","Macro Indicators","189","Saint Lucia","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","2.652604","Fc","Calculated data",""
"MK","Macro Indicators","189","Saint Lucia","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","2.146614","Fc","Calculated data",""
"MK","Macro Indicators","191","Saint Vincent and the Grenadines","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","824.718519","X","International reliable sources",""
"MK","Macro Indicators","191","Saint Vincent and the Grenadines","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","7457.509504","X","International reliable sources",""
"MK","Macro Indicators","191","Saint Vincent and the Grenadines","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","1.653953","Fc","Calculated data",""
"MK","Macro Indicators","191","Saint Vincent and the Grenadines","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","1.306493","Fc","Calculated data",""
"MK","Macro Indicators","191","Saint Vincent and the Grenadines","6110","Value US$","22011","Gross National Income","2019","2019","millions","817.902037","X","International reliable sources",""
"MK","Macro Indicators","191","Saint Vincent and the Grenadines","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","7395.871534","X","International reliable sources",""
"MK","Macro Indicators","191","Saint Vincent and the Grenadines","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","-1.310841","Fc","Calculated data",""
"MK","Macro Indicators","191","Saint Vincent and the Grenadines","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","-1.648167","Fc","Calculated data",""
"MK","Macro Indicators","244","Samoa","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","847.239532","X","International reliable sources",""
"MK","Macro Indicators","244","Samoa","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","4298.591718","X","International reliable sources",""
"MK","Macro Indicators","244","Samoa","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","1.493881","Fc","Calculated data",""
"MK","Macro Indicators","244","Samoa","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","0.995415","Fc","Calculated data",""
"MK","Macro Indicators","244","Samoa","6110","Value US$","22011","Gross National Income","2019","2019","millions","811.632696","X","International reliable sources",""
"MK","Macro Indicators","244","Samoa","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","4117.935313","X","International reliable sources",""
"MK","Macro Indicators","244","Samoa","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","0.802479","Fc","Calculated data",""
"MK","Macro Indicators","244","Samoa","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","0.307409","Fc","Calculated data",""
"MK","Macro Indicators","192","San Marino","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","1616.23166","X","International reliable sources",""
"MK","Macro Indicators","192","San Marino","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","47732.772009","X","International reliable sources",""
"MK","Macro Indicators","192","San Marino","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","-2.3634","Fc","Calculated data",""
"MK","Macro Indicators","192","San Marino","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","-2.579665","Fc","Calculated data",""
"MK","Macro Indicators","192","San Marino","6110","Value US$","22011","Gross National Income","2019","2019","millions","1479.454763","X","International reliable sources",""
"MK","Macro Indicators","192","San Marino","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","43693.288919","X","International reliable sources",""
"MK","Macro Indicators","192","San Marino","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","-1.857644","Fc","Calculated data",""
"MK","Macro Indicators","192","San Marino","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","-2.075029","Fc","Calculated data",""
"MK","Macro Indicators","193","Sao Tome and Principe","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","430.633136","X","International reliable sources",""
"MK","Macro Indicators","193","Sao Tome and Principe","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","2002.423257","X","International reliable sources",""
"MK","Macro Indicators","193","Sao Tome and Principe","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","3.678125","Fc","Calculated data",""
"MK","Macro Indicators","193","Sao Tome and Principe","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","1.736233","Fc","Calculated data",""
"MK","Macro Indicators","193","Sao Tome and Principe","6110","Value US$","22011","Gross National Income","2019","2019","millions","429.121878","X","International reliable sources",""
"MK","Macro Indicators","193","Sao Tome and Principe","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","1995.395979","X","International reliable sources",""
"MK","Macro Indicators","193","Sao Tome and Principe","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","3.298055","Fc","Calculated data",""
"MK","Macro Indicators","193","Sao Tome and Principe","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","1.363282","Fc","Calculated data",""
"MK","Macro Indicators","194","Saudi Arabia","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","792966.83819","X","International reliable sources",""
"MK","Macro Indicators","194","Saudi Arabia","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","23139.798657","X","International reliable sources",""
"MK","Macro Indicators","194","Saudi Arabia","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","0.819424","Fc","Calculated data",""
"MK","Macro Indicators","194","Saudi Arabia","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","-0.845101","Fc","Calculated data",""
"MK","Macro Indicators","194","Saudi Arabia","6110","Value US$","22011","Gross National Income","2019","2019","millions","800685.858777","X","International reliable sources",""
"MK","Macro Indicators","194","Saudi Arabia","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","23365.049668","X","International reliable sources",""
"MK","Macro Indicators","194","Saudi Arabia","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","0.860498","Fc","Calculated data",""
"MK","Macro Indicators","194","Saudi Arabia","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","-0.804705","Fc","Calculated data",""
"MK","Macro Indicators","195","Senegal","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","23306.213218","X","International reliable sources",""
"MK","Macro Indicators","195","Senegal","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","1430.148051","X","International reliable sources",""
"MK","Macro Indicators","195","Senegal","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","0.819804","Fc","Calculated data",""
"MK","Macro Indicators","195","Senegal","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","-1.914946","Fc","Calculated data",""
"MK","Macro Indicators","195","Senegal","6110","Value US$","22011","Gross National Income","2019","2019","millions","22563.842634","X","International reliable sources",""
"MK","Macro Indicators","195","Senegal","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","1384.593682","X","International reliable sources",""
"MK","Macro Indicators","195","Senegal","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","-0.017875","Fc","Calculated data",""
"MK","Macro Indicators","195","Senegal","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","-2.729903","Fc","Calculated data",""
"MK","Macro Indicators","272","Serbia","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","51514.242776","X","International reliable sources",""
"MK","Macro Indicators","272","Serbia","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","7364.953767","X","International reliable sources",""
"MK","Macro Indicators","272","Serbia","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","1.725055","Fc","Calculated data",""
"MK","Macro Indicators","272","Serbia","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","2.078958","Fc","Calculated data",""
"MK","Macro Indicators","272","Serbia","6110","Value US$","22011","Gross National Income","2019","2019","millions","48730.503778","X","International reliable sources",""
"MK","Macro Indicators","272","Serbia","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","6966.964631","X","International reliable sources",""
"MK","Macro Indicators","272","Serbia","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","1.400996","Fc","Calculated data",""
"MK","Macro Indicators","272","Serbia","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","1.753772","Fc","Calculated data",""
"MK","Macro Indicators","196","Seychelles","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","1582.869257","X","International reliable sources",""
"MK","Macro Indicators","196","Seychelles","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","16194.858316","X","International reliable sources",""
"MK","Macro Indicators","196","Seychelles","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","2.270149","Fc","Calculated data",""
"MK","Macro Indicators","196","Seychelles","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","1.597339","Fc","Calculated data",""
"MK","Macro Indicators","196","Seychelles","6110","Value US$","22011","Gross National Income","2019","2019","millions","1492.112342","X","International reliable sources",""
"MK","Macro Indicators","196","Seychelles","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","15266.294336","X","International reliable sources",""
"MK","Macro Indicators","196","Seychelles","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","2.902269","Fc","Calculated data",""
"MK","Macro Indicators","196","Seychelles","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","2.225301","Fc","Calculated data",""
"MK","Macro Indicators","197","Sierra Leone","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","4121.733685","X","International reliable sources",""
"MK","Macro Indicators","197","Sierra Leone","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","527.533632","X","International reliable sources",""
"MK","Macro Indicators","197","Sierra Leone","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","0.896399","Fc","Calculated data",""
"MK","Macro Indicators","197","Sierra Leone","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","-1.20935","Fc","Calculated data",""
"MK","Macro Indicators","197","Sierra Leone","6110","Value US$","22011","Gross National Income","2019","2019","millions","4070.333726","X","International reliable sources",""
"MK","Macro Indicators","197","Sierra Leone","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","520.955039","X","International reliable sources",""
"MK","Macro Indicators","197","Sierra Leone","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","0.528156","Fc","Calculated data",""
"MK","Macro Indicators","197","Sierra Leone","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","-1.569907","Fc","Calculated data",""
"MK","Macro Indicators","200","Singapore","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","374397.742198","X","International reliable sources",""
"MK","Macro Indicators","200","Singapore","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","64503.102111","X","International reliable sources",""
"MK","Macro Indicators","200","Singapore","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","-0.418167","Fc","Calculated data",""
"MK","Macro Indicators","200","Singapore","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","-1.221741","Fc","Calculated data",""
"MK","Macro Indicators","200","Singapore","6110","Value US$","22011","Gross National Income","2019","2019","millions","329661.512899","X","International reliable sources",""
"MK","Macro Indicators","200","Singapore","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","56795.722388","X","International reliable sources",""
"MK","Macro Indicators","200","Singapore","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","-0.826757","Fc","Calculated data",""
"MK","Macro Indicators","200","Singapore","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","-1.627034","Fc","Calculated data",""
"MK","Macro Indicators","280","Sint Maarten (Dutch part)","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","1083.839582","X","International reliable sources",""
"MK","Macro Indicators","280","Sint Maarten (Dutch part)","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","25569.490931","X","International reliable sources",""
"MK","Macro Indicators","280","Sint Maarten (Dutch part)","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","10.64982","Fc","Calculated data",""
"MK","Macro Indicators","280","Sint Maarten (Dutch part)","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","9.480358","Fc","Calculated data",""
"MK","Macro Indicators","280","Sint Maarten (Dutch part)","6110","Value US$","22011","Gross National Income","2019","2019","millions","1045.959565","X","International reliable sources",""
"MK","Macro Indicators","280","Sint Maarten (Dutch part)","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","24675.841402","X","International reliable sources",""
"MK","Macro Indicators","280","Sint Maarten (Dutch part)","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","10.41063","Fc","Calculated data",""
"MK","Macro Indicators","280","Sint Maarten (Dutch part)","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","9.243697","Fc","Calculated data",""
"MK","Macro Indicators","199","Slovakia","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","105284.375641","X","International reliable sources",""
"MK","Macro Indicators","199","Slovakia","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","19293.407518","X","International reliable sources",""
"MK","Macro Indicators","199","Slovakia","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","-0.310963","Fc","Calculated data",""
"MK","Macro Indicators","199","Slovakia","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","-0.384017","Fc","Calculated data",""
"MK","Macro Indicators","199","Slovakia","6110","Value US$","22011","Gross National Income","2019","2019","millions","103454.568807","X","International reliable sources",""
"MK","Macro Indicators","199","Slovakia","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","18958.094622","X","International reliable sources",""
"MK","Macro Indicators","199","Slovakia","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","-0.686091","Fc","Calculated data",""
"MK","Macro Indicators","199","Slovakia","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","-0.75887","Fc","Calculated data",""
"MK","Macro Indicators","198","Slovenia","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","54178.877606","X","International reliable sources",""
"MK","Macro Indicators","198","Slovenia","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","26064.403987","X","International reliable sources",""
"MK","Macro Indicators","198","Slovenia","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","0.028222","Fc","Calculated data",""
"MK","Macro Indicators","198","Slovenia","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","-0.011094","Fc","Calculated data",""
"MK","Macro Indicators","198","Slovenia","6110","Value US$","22011","Gross National Income","2019","2019","millions","53358.66662","X","International reliable sources",""
"MK","Macro Indicators","198","Slovenia","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","25669.816439","X","International reliable sources",""
"MK","Macro Indicators","198","Slovenia","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","0.00155","Fc","Calculated data",""
"MK","Macro Indicators","198","Slovenia","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","-0.037755","Fc","Calculated data",""
"MK","Macro Indicators","25","Solomon Islands","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","1570.155017","X","International reliable sources",""
"MK","Macro Indicators","25","Solomon Islands","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","2344.134222","X","International reliable sources",""
"MK","Macro Indicators","25","Solomon Islands","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","-0.283859","Fc","Calculated data",""
"MK","Macro Indicators","25","Solomon Islands","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","-2.809577","Fc","Calculated data",""
"MK","Macro Indicators","25","Solomon Islands","6110","Value US$","22011","Gross National Income","2019","2019","millions","1553.825478","X","International reliable sources",""
"MK","Macro Indicators","25","Solomon Islands","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","2319.755336","X","International reliable sources",""
"MK","Macro Indicators","25","Solomon Islands","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","-0.020916","Fc","Calculated data",""
"MK","Macro Indicators","25","Solomon Islands","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","-2.553294","Fc","Calculated data",""
"MK","Macro Indicators","201","Somalia","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","1831.616155","X","International reliable sources",""
"MK","Macro Indicators","201","Somalia","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","118.605674","X","International reliable sources",""
"MK","Macro Indicators","201","Somalia","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","9.543478","Fc","Calculated data",""
"MK","Macro Indicators","201","Somalia","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","6.460104","Fc","Calculated data",""
"MK","Macro Indicators","201","Somalia","6110","Value US$","22011","Gross National Income","2019","2019","millions","1818.388958","X","International reliable sources",""
"MK","Macro Indicators","201","Somalia","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","117.749151","X","International reliable sources",""
"MK","Macro Indicators","201","Somalia","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","9.543478","Fc","Calculated data",""
"MK","Macro Indicators","201","Somalia","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","6.460104","Fc","Calculated data",""
"MK","Macro Indicators","202","South Africa","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","351430.991183","X","International reliable sources",""
"MK","Macro Indicators","202","South Africa","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","6001.389576","X","International reliable sources",""
"MK","Macro Indicators","202","South Africa","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","-4.526818","Fc","Calculated data",""
"MK","Macro Indicators","202","South Africa","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","-5.775297","Fc","Calculated data",""
"MK","Macro Indicators","202","South Africa","6110","Value US$","22011","Gross National Income","2019","2019","millions","341522.435714","X","International reliable sources",""
"MK","Macro Indicators","202","South Africa","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","5832.181103","X","International reliable sources",""
"MK","Macro Indicators","202","South Africa","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","-4.190506","Fc","Calculated data",""
"MK","Macro Indicators","202","South Africa","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","-5.443383","Fc","Calculated data",""
"MK","Macro Indicators","277","South Sudan","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","16442.376643","X","International reliable sources",""
"MK","Macro Indicators","277","South Sudan","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","1486.36853","X","International reliable sources",""
"MK","Macro Indicators","277","South Sudan","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","103.156907","Fc","Calculated data",""
"MK","Macro Indicators","277","South Sudan","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","101.574092","Fc","Calculated data",""
"MK","Macro Indicators","277","South Sudan","6110","Value US$","22011","Gross National Income","2019","2019","millions","16117.707251","X","International reliable sources",""
"MK","Macro Indicators","277","South Sudan","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","1457.018858","X","International reliable sources",""
"MK","Macro Indicators","277","South Sudan","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","107.587905","Fc","Calculated data",""
"MK","Macro Indicators","277","South Sudan","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","105.970568","Fc","Calculated data",""
"MK","Macro Indicators","203","Spain","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","1393046.093137","X","International reliable sources",""
"MK","Macro Indicators","203","Spain","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","29806.208566","X","International reliable sources",""
"MK","Macro Indicators","203","Spain","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","-1.966796","Fc","Calculated data",""
"MK","Macro Indicators","203","Spain","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","-2.058916","Fc","Calculated data",""
"MK","Macro Indicators","203","Spain","6110","Value US$","22011","Gross National Income","2019","2019","millions","1395571.627631","X","International reliable sources",""
"MK","Macro Indicators","203","Spain","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","29860.245979","X","International reliable sources",""
"MK","Macro Indicators","203","Spain","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","-2.047692","Fc","Calculated data",""
"MK","Macro Indicators","203","Spain","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","-2.139736","Fc","Calculated data",""
"MK","Macro Indicators","38","Sri Lanka","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","83990.932868","X","International reliable sources",""
"MK","Macro Indicators","38","Sri Lanka","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","3938.847521","X","International reliable sources",""
"MK","Macro Indicators","38","Sri Lanka","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","-4.515682","Fc","Calculated data",""
"MK","Macro Indicators","38","Sri Lanka","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","-4.940943","Fc","Calculated data",""
"MK","Macro Indicators","38","Sri Lanka","6110","Value US$","22011","Gross National Income","2019","2019","millions","81572.682392","X","International reliable sources",""
"MK","Macro Indicators","38","Sri Lanka","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","3825.440995","X","International reliable sources",""
"MK","Macro Indicators","38","Sri Lanka","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","-4.665833","Fc","Calculated data",""
"MK","Macro Indicators","38","Sri Lanka","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","-5.090425","Fc","Calculated data",""
"MK","Macro Indicators","276","Sudan","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","34895.36208","X","International reliable sources",""
"MK","Macro Indicators","276","Sudan","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","815.060101","X","International reliable sources",""
"MK","Macro Indicators","276","Sudan","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","-27.84766","Fc","Calculated data",""
"MK","Macro Indicators","276","Sudan","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","-29.552667","Fc","Calculated data",""
"MK","Macro Indicators","276","Sudan","6110","Value US$","22011","Gross National Income","2019","2019","millions","36395.179555","X","International reliable sources",""
"MK","Macro Indicators","276","Sudan","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","850.09173","X","International reliable sources",""
"MK","Macro Indicators","276","Sudan","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","-27.483723","Fc","Calculated data",""
"MK","Macro Indicators","276","Sudan","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","-29.19733","Fc","Calculated data",""
"MK","Macro Indicators","207","Suriname","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","3977.099088","X","International reliable sources",""
"MK","Macro Indicators","207","Suriname","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","6840.885162","X","International reliable sources",""
"MK","Macro Indicators","207","Suriname","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","5.453317","Fc","Calculated data",""
"MK","Macro Indicators","207","Suriname","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","4.477092","Fc","Calculated data",""
"MK","Macro Indicators","207","Suriname","6110","Value US$","22011","Gross National Income","2019","2019","millions","3805.883079","X","International reliable sources",""
"MK","Macro Indicators","207","Suriname","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","6546.381798","X","International reliable sources",""
"MK","Macro Indicators","207","Suriname","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","5.559056","Fc","Calculated data",""
"MK","Macro Indicators","207","Suriname","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","4.581852","Fc","Calculated data",""
